GT,all parts,SPVAE,5040,10240,20000,wings
0.11,0.172765613,0.13648434,0.187401742,0.197549641,0.205976754,0.247125015
0.337,0.301561773,0.297812462,0.334582567,0.338073045,0.329826534,0.315201521
0.222,0.247606188,0.255898595,0.265283138,0.258048862,0.253241658,0.274562746
0.345,0.471981168,0.374672174,0.369774789,0.370680332,0.376101673,0.429811239
0.265,0.258700192,0.303532302,0.317177802,0.30423069,0.330509156,0.308142096
0.112,0.166769207,0.158318862,0.118646927,0.13930735,0.133352757,0.167755157
0.022,0.125727087,0.103219576,0.064001322,0.065580204,0.081723988,0.117874064
0.208,0.205940217,0.217716634,0.218637347,0.20546478,0.20802249,0.174074858
0.46,0.487482727,0.448008567,0.463182688,0.458822668,0.472945273,0.467620522
0.732,0.663691759,0.696095824,0.573696792,0.576938748,0.531379282,0.657742202
0.774,0.693846583,0.709444582,0.70958662,0.713181794,0.69588083,0.625681221
0.237,0.263720274,0.275428712,0.282325417,0.280398309,0.289882898,0.32674402
0.21,0.308875144,0.255393267,0.282706141,0.278161168,0.253182441,0.33138445
0.034,0.109102011,0.104606077,0.086320177,0.071571022,0.081003137,0.167641878
0.405,0.360217422,0.440869838,0.41791451,0.404548287,0.403672218,0.446314871
0.032,0.149988562,0.117360696,0.145932868,0.159168959,0.163159519,0.142533332
0.253,0.245439321,0.253211796,0.228129506,0.229242861,0.225782454,0.252669692
0.222,0.218265563,0.228236303,0.243924752,0.24795112,0.245627999,0.25943017
0.633,0.59779942,0.571106672,0.536462188,0.482452273,0.532019079,0.554813623
0.402,0.393556297,0.370552421,0.364355445,0.354215562,0.36345011,0.407411247
0.541,0.549286127,0.530642569,0.516830325,0.495288491,0.503638685,0.531999886
0.528,0.50957638,0.516121686,0.540386438,0.551768541,0.544335425,0.525061429
0.212,0.243012086,0.28765291,0.290781945,0.276675969,0.277074516,0.351613432
0.189,0.249583364,0.232711688,0.230889514,0.234822214,0.231229454,0.281263918
0.35,0.419428259,0.412140965,0.419507146,0.422775209,0.424456358,0.435194194
0.473,0.490030259,0.479050815,0.491828561,0.480220079,0.496964872,0.42250523
0.201,0.228648707,0.202761889,0.234396517,0.226705238,0.231466115,0.233976901
0.461,0.368504107,0.424453378,0.388277322,0.435674876,0.421790391,0.314207911
0.702,0.657685041,0.611547649,0.60885036,0.596093595,0.6199103,0.610542357
0.34,0.316893399,0.333397239,0.318302304,0.326842666,0.335608453,0.309469849
0.514,0.531505346,0.486189187,0.531465828,0.527074575,0.532011509,0.524027824
0.324,0.305983752,0.321205705,0.336621523,0.339046806,0.35221684,0.288803846
0.356,0.343937695,0.355135411,0.320078999,0.366568625,0.345154583,0.362433493
0.875,0.709125459,0.758518279,0.737138033,0.734214306,0.705589056,0.745749414
0.121,0.201955944,0.177411601,0.257452667,0.243551403,0.255811244,0.254275292
0.394,0.364599437,0.388564467,0.357718676,0.358397305,0.336387217,0.350637287
0.988,0.818837762,0.871133387,0.818976521,0.837341666,0.80686295,0.838205576
0.151,0.289013743,0.24006027,0.227629706,0.241646677,0.236219257,0.400417268
0.164,0.251111239,0.226411343,0.233453885,0.23567076,0.253286779,0.263147801
0.268,0.267657042,0.285138756,0.287080765,0.270810306,0.272608638,0.30568403
0.05,0.145045489,0.146799594,0.12387488,0.111072205,0.110785276,0.132735416
0.4,0.380806506,0.405965567,0.352057993,0.366802514,0.362130761,0.354125172
0.209,0.263399094,0.279574543,0.290899068,0.290795296,0.297022849,0.346426487
0.957,0.74688977,0.838334143,0.841025889,0.835937262,0.830186009,0.761174798
0.14,0.222309589,0.189839333,0.220399752,0.214438379,0.242040396,0.258891612
0.524,0.535520136,0.496366769,0.520950198,0.492550761,0.50353992,0.590741158
0.154,0.218721554,0.233779848,0.215624124,0.20398584,0.224141181,0.303883076
0.433,0.455414116,0.434753001,0.374822497,0.373509705,0.382917225,0.437593162
0.917,0.62606287,0.736561,0.777608991,0.795545638,0.753494382,0.618200004
0.272,0.284336001,0.285845041,0.265265763,0.268612266,0.277639896,0.308609635
0.145,0.186513126,0.17036131,0.174661845,0.16945833,0.166906446,0.176484168
0.894,0.777933538,0.793424785,0.820027947,0.850565076,0.800343096,0.70142746
0.549,0.544068396,0.499806345,0.554325759,0.537528276,0.562001586,0.574229062
0.947,0.761141777,0.811720848,0.790465534,0.764768541,0.780186296,0.696480751
0.53,0.549089193,0.47464186,0.540249527,0.52721858,0.558342576,0.475211591
0.334,0.286808819,0.318059891,0.37014842,0.350460321,0.373526484,0.28088212
0.878,0.736113787,0.780854046,0.775147378,0.798540831,0.766401708,0.783654153
0.153,0.204433978,0.191982925,0.239505202,0.185181379,0.191678807,0.153731331
0.261,0.27389881,0.304128289,0.303524107,0.292944103,0.294469118,0.264569402
0.011,0.272873372,0.171852395,0.068956509,0.088115618,0.082111374,0.508321583
0.113,0.151935041,0.135711938,0.137530833,0.112907283,0.124890789,0.15081194
0.449,0.441578239,0.409015685,0.369345725,0.373514533,0.389162809,0.389164776
0.228,0.242228597,0.247434974,0.28206104,0.274223447,0.268675774,0.24248074
0.212,0.234383225,0.248878658,0.241758913,0.218479961,0.22804299,0.235597834
0.333,0.43143031,0.392328292,0.404359311,0.416270673,0.433622897,0.389131635
0.198,0.203309879,0.225704849,0.211908385,0.199734718,0.216082945,0.233468652
0.527,0.495557487,0.489582747,0.45401901,0.468073785,0.474171638,0.45007658
0.352,0.323335588,0.332430303,0.307351798,0.314258039,0.312217474,0.305404037
0.897,0.802078724,0.781142116,0.846119225,0.870955884,0.852653027,0.827999592
0.244,0.261544406,0.244560748,0.251552224,0.250709474,0.244944572,0.281847477
0.073,0.204238638,0.138500527,0.139518917,0.119508006,0.12277095,0.196412787
0.177,0.229422405,0.215659752,0.178697824,0.171065241,0.174126178,0.222077265
0.32,0.270088196,0.31206274,0.275305837,0.298925728,0.295335531,0.238238662
0.325,0.351987779,0.331921548,0.305046141,0.322491467,0.320011914,0.363478333
0.368,0.340742707,0.380419493,0.36886403,0.35774824,0.378150105,0.382971019
0.515,0.507027686,0.461609036,0.527167976,0.526252151,0.53756243,0.469251871
0.416,0.490085602,0.442474574,0.466004074,0.515948236,0.495902181,0.447355181
0.061,0.166371778,0.13868317,0.090863466,0.108401582,0.112683244,0.162005559
0.492,0.517154336,0.455562174,0.455710649,0.458992451,0.446967691,0.436744034
0.632,0.562249899,0.559292972,0.520504057,0.521876335,0.52304101,0.481777668
0.358,0.403816879,0.387664378,0.386282682,0.371489465,0.407066822,0.382317662
0.14,0.202299967,0.179699898,0.181679472,0.163751766,0.146479517,0.208256125
0.232,0.269222707,0.233737633,0.280937731,0.262669921,0.273832858,0.260637701
0.453,0.534217954,0.491015166,0.473281384,0.45056957,0.466428697,0.53032732
0.124,0.193430066,0.17306599,0.162490979,0.162434354,0.180653751,0.174077824
0.343,0.322609305,0.342446506,0.334677875,0.335182309,0.356339931,0.330585957
0.678,0.635466874,0.621553659,0.618353486,0.618591428,0.632956684,0.659951568
0.076,0.163146675,0.117259935,0.121400781,0.112001643,0.110078029,0.185603604
0.399,0.39634186,0.404252827,0.380793214,0.396923184,0.389869392,0.448466778
0.271,0.250949472,0.273872524,0.253546983,0.267913282,0.257513672,0.249229163
0.644,0.600844502,0.602459133,0.581118464,0.576058805,0.579001009,0.58277148
0.35,0.336276084,0.36166203,0.357446909,0.36624974,0.361951053,0.337664783
0.135,0.208555087,0.178333819,0.207432911,0.221788228,0.216223285,0.31938386
0.085,0.193909049,0.155949235,0.175183564,0.153575554,0.179571077,0.205767483
0.49,0.5326671,0.481656075,0.500186861,0.47368592,0.481777519,0.492001534
0.042,0.149831101,0.132225543,0.107251264,0.103644669,0.095179997,0.153207049
0.581,0.585898995,0.588390827,0.599035859,0.602874815,0.6134938,0.57558614
0.956,0.728384554,0.828115225,0.789224148,0.781899631,0.792932987,0.6513322
0.547,0.570949316,0.549281538,0.548531353,0.559417963,0.558405936,0.617809653
0.222,0.295298547,0.273184597,0.304951996,0.309803009,0.310725212,0.313260913
0.311,0.300871968,0.305865109,0.28876704,0.286950111,0.286823809,0.253141105
0.437,0.460419893,0.431234151,0.428359091,0.437139958,0.450786591,0.570960939
0.269,0.382507443,0.290262997,0.281902432,0.293810219,0.282203645,0.371235013
0.197,0.211862534,0.23597227,0.219772339,0.208623797,0.206001997,0.224963591
0.382,0.375404596,0.378269225,0.348516077,0.352701306,0.359041452,0.37067315
0.017,0.10503193,0.112602383,0.068661012,0.063741252,0.063840836,0.133154288
0.051,0.142817318,0.122174531,0.140043184,0.12774092,0.114551768,0.161614671
0.511,0.563554168,0.484131336,0.493149161,0.500914276,0.490942955,0.350557923
0.542,0.54240483,0.538692713,0.530651033,0.52112329,0.523267388,0.50971508
0.49,0.467383474,0.458867997,0.465503573,0.452923596,0.460706055,0.461517394
0.265,0.270464838,0.290081471,0.293151289,0.291406661,0.294074416,0.288054973
0.853,0.60766995,0.718261719,0.697201431,0.691069007,0.686101913,0.638569057
0.794,0.723954797,0.749311388,0.754467607,0.755715251,0.739069223,0.757439673
0.159,0.266849756,0.21060656,0.198735356,0.217684299,0.200834841,0.320633113
0.852,0.645566404,0.753636897,0.680258572,0.66066879,0.671155334,0.640951991
0.038,0.144993111,0.080468789,0.118533328,0.103413835,0.092635088,0.205057979
0.853,0.602457643,0.708799601,0.693200111,0.701435208,0.667430341,0.491428465
0.703,0.662514687,0.629348874,0.626248538,0.62858367,0.636971474,0.630996704
0.39,0.394134641,0.381753027,0.361631274,0.366958618,0.372626543,0.400942653
0.806,0.62473017,0.732156754,0.667174757,0.68087548,0.69095546,0.51463455
0.567,0.403555095,0.480209649,0.604887545,0.603109002,0.608779311,0.280156523
0.31,0.330358773,0.280528367,0.298491418,0.319405794,0.320187241,0.298162848
0.397,0.373202264,0.396498978,0.411548734,0.377236128,0.371361971,0.305503696
0.732,0.724413693,0.694130123,0.729502916,0.741674423,0.735735238,0.668166518
0.299,0.31763792,0.298360586,0.289164156,0.277550876,0.272499532,0.349265963
0.324,0.331442297,0.310379058,0.29755339,0.299125195,0.309892178,0.29671073
0.49,0.531869709,0.464665979,0.480479717,0.482166648,0.493317485,0.483481675
0.206,0.187541232,0.216187298,0.192204118,0.183279485,0.171450526,0.189530313
0.246,0.256715924,0.275362879,0.216691375,0.228694975,0.226961687,0.303350776
0.598,0.568796754,0.568997383,0.589169443,0.601333261,0.597726941,0.581611633
0.424,0.419872403,0.435752898,0.402221054,0.395149201,0.410491347,0.334084272
0.808,0.686681688,0.727835655,0.728234768,0.735358834,0.721144438,0.614306986
0.469,0.460128486,0.456498891,0.406980246,0.419802666,0.406934977,0.402296633
0.152,0.205754578,0.198982045,0.181363225,0.18684274,0.180769756,0.218967319
0.055,0.134778962,0.106887259,0.106182329,0.109041505,0.116337121,0.139722884
0.091,0.181018844,0.150224894,0.156388715,0.159849688,0.162802011,0.211487934
0.442,0.422702998,0.399077266,0.422955632,0.429712951,0.432710052,0.410692632
0.256,0.247642964,0.275276124,0.267206669,0.253375411,0.251577139,0.244751781
0.627,0.523993373,0.574183464,0.542207301,0.521284997,0.537522137,0.49145174
0.127,0.174153388,0.175608367,0.119818203,0.130762905,0.131042451,0.156165734
0.346,0.344059795,0.357730657,0.346658319,0.344354928,0.338164628,0.365907639
0.85,0.736093938,0.781002045,0.777236581,0.778133869,0.776076078,0.788142323
0.089,0.181930453,0.124205254,0.167184532,0.161336511,0.150220007,0.146500856
0.312,0.322912991,0.325624913,0.305802822,0.312286437,0.336483568,0.321846694
0.766,0.636233747,0.68612957,0.650218248,0.65635705,0.651638925,0.571651399
0.142,0.153147697,0.174644768,0.153191864,0.159389257,0.17087242,0.185805306
0.134,0.200865656,0.208475009,0.162933499,0.163165122,0.16437915,0.223255157
0.089,0.189091057,0.149881929,0.163236812,0.131789818,0.131499365,0.231490225
0.721,0.69180578,0.689088941,0.677820623,0.665688872,0.669041812,0.679527819
0.082,0.18403849,0.165388778,0.128059655,0.134849235,0.138113111,0.232672349
0.975,0.671975851,0.835898101,0.80055207,0.800112009,0.775472403,0.762668788
0.081,0.181680545,0.158602223,0.204314172,0.198634535,0.18174395,0.161112249
0.165,0.194401294,0.158855096,0.178939193,0.159833133,0.161288887,0.174853057
0.516,0.522588253,0.500366926,0.44891277,0.473378599,0.470877051,0.367193609
0.385,0.364770055,0.382313639,0.365452498,0.372780621,0.389851153,0.358193964
0.748,0.606685221,0.630472362,0.643775046,0.652177334,0.656377077,0.61182642
0.657,0.527825654,0.609294057,0.552999198,0.55835402,0.55352366,0.556091785
0.62,0.607615113,0.592787027,0.645730138,0.642100394,0.650882185,0.61025703
0.448,0.397052616,0.432370871,0.404263377,0.392582715,0.375763506,0.394352227
0.244,0.273842633,0.265217811,0.273085296,0.272940844,0.262196422,0.280483514
0.803,0.679763317,0.721299171,0.677939236,0.686217964,0.675565481,0.643297076
0.276,0.276838303,0.276749194,0.256433249,0.276817143,0.269824952,0.278964281
0.447,0.437399089,0.447810888,0.517663121,0.517158508,0.520384252,0.436964601
0.546,0.547544241,0.542059302,0.558667183,0.551147282,0.54697001,0.551399767
0.251,0.342601061,0.28186819,0.340965211,0.318991005,0.344374627,0.320371538
0.189,0.206354469,0.251915962,0.253095061,0.242767423,0.248722672,0.268654823
0.505,0.420877159,0.508678913,0.3642295,0.339067727,0.352801383,0.302769333
0.376,0.523090363,0.424710155,0.486271948,0.468061626,0.464680672,0.51507026
0.755,0.597495615,0.673018396,0.68076092,0.68037194,0.680285037,0.583786905
0.153,0.18530862,0.213472277,0.180728942,0.19264254,0.188734144,0.19975777
0.459,0.447116047,0.43025288,0.439393282,0.448355913,0.456731409,0.422433376
0.353,0.363799274,0.34188503,0.381476998,0.369989634,0.37350297,0.313043892
0.437,0.453637719,0.429951072,0.496677935,0.50242734,0.506872416,0.457969368
0.317,0.316072464,0.338805914,0.289195836,0.305622756,0.3065359,0.288203597
0.59,0.626355648,0.547736108,0.618933141,0.621133685,0.629287004,0.614918232
0.243,0.224244326,0.245966986,0.246008977,0.243125081,0.232375085,0.256255001
0.322,0.304336548,0.314407498,0.31493336,0.327176124,0.304945886,0.303679109
0.366,0.421021849,0.449510992,0.430324852,0.436887503,0.437821031,0.538731039
0.282,0.193248481,0.295299023,0.181469887,0.175848216,0.192839444,0.141575843
0.675,0.677386522,0.639560878,0.560726821,0.600229979,0.580921531,0.727915764
0.108,0.213802442,0.172811881,0.256863862,0.269896239,0.273281574,0.218071848
0.425,0.447692126,0.449249893,0.41972217,0.397572935,0.412151217,0.349887818
0.119,0.192641199,0.178728133,0.170468792,0.151083142,0.160352126,0.174817473
0.293,0.297056258,0.306607008,0.278843522,0.29927215,0.288242906,0.273654461
0.47,0.55790031,0.456328779,0.461766809,0.468348563,0.465939164,0.477610648
0.119,0.180342197,0.179698408,0.1507321,0.131068975,0.157807022,0.181318134
0.988,0.845589459,0.892777085,0.856438041,0.868891001,0.860388517,0.822932243
0.571,0.546631634,0.521296501,0.53393048,0.538608551,0.546420336,0.546806931
0.293,0.307803661,0.334255934,0.31120649,0.332814425,0.3249318,0.314292699
0.503,0.524097979,0.49600929,0.506549895,0.505571723,0.529690564,0.47605291
0.305,0.355290949,0.313494474,0.328044057,0.324686855,0.322768003,0.357301742
0.509,0.497383505,0.490278512,0.456249714,0.461419463,0.461106956,0.461018533
0.196,0.245538831,0.281622022,0.233824149,0.234222442,0.229264706,0.238669291
0.501,0.472596109,0.45479846,0.458063215,0.466837734,0.485202789,0.379524559
0.091,0.176755831,0.167964131,0.13148059,0.15018791,0.154002696,0.225627527
0.769,0.574775815,0.672599971,0.634584546,0.637773991,0.636626601,0.537026405
0.624,0.521826923,0.562028527,0.56468761,0.541447878,0.544770241,0.446730226
0.412,0.382238925,0.405541301,0.376799285,0.388497829,0.408335805,0.386005133
0.62,0.609079421,0.605287492,0.634459555,0.636000752,0.63306576,0.611124635
0.789,0.663774669,0.701778054,0.6228019,0.64386493,0.634033322,0.567317784
0.534,0.576442003,0.546014786,0.526972175,0.521090209,0.551586151,0.549423695
0.911,0.766169429,0.809119284,0.785641849,0.765831292,0.748205304,0.765044153
0.459,0.398424387,0.445647389,0.418801367,0.423907638,0.437384725,0.382852942
0.114,0.184955299,0.18448627,0.189140901,0.162066415,0.161854029,0.205144301
0.373,0.373139739,0.388620764,0.361230969,0.388968468,0.378484875,0.390025944
0.017,0.120398752,0.10265322,0.105327204,0.110122025,0.111230612,0.18863
0.182,0.220217481,0.227265686,0.292340398,0.278047562,0.249904901,0.282615721
0.489,0.51674509,0.487500846,0.472737938,0.469414115,0.457032084,0.497355759
0.652,0.569058061,0.581866384,0.596718132,0.599406958,0.595833659,0.442460865
0.669,0.674759388,0.629549801,0.705682337,0.733546019,0.71464771,0.614747167
0.394,0.376881301,0.396440268,0.366355866,0.364227772,0.372144252,0.405613273
0.491,0.51570034,0.479029447,0.486839801,0.475977302,0.491299957,0.443408012
0.477,0.399697125,0.45677191,0.442850024,0.46167475,0.463540971,0.419514567
0.542,0.547304749,0.513668656,0.507124126,0.525014997,0.505138516,0.534622431
0.109,0.158656016,0.148918331,0.115327224,0.141446218,0.136294201,0.156741321
0.175,0.219274357,0.19595097,0.215386793,0.211691111,0.217415899,0.263208777
0.127,0.183678031,0.162950248,0.148782551,0.148220271,0.155064434,0.129877537
0.08,0.185755342,0.111290514,0.09787564,0.09142819,0.107577875,0.144439101
0.668,0.533532441,0.601481736,0.611673295,0.637191772,0.603426278,0.515463531
0.878,0.687106848,0.763276339,0.777351737,0.777211547,0.761206865,0.714157879
0.959,0.817132652,0.884097695,0.859626651,0.863247991,0.843946218,0.80642271
0.54,0.532641947,0.526628375,0.497705579,0.49890399,0.504651189,0.480534017
0.505,0.514585614,0.488963455,0.482124627,0.495662451,0.486836225,0.460713893
0.547,0.555865228,0.52303803,0.512397587,0.511759281,0.515508771,0.577835262
0.103,0.195709288,0.152067557,0.134301066,0.124959186,0.127066255,0.176899865
0.052,0.161214769,0.106630549,0.112388276,0.11896573,0.138791442,0.126840994
0.372,0.299729049,0.38535285,0.307309508,0.303042561,0.314694405,0.298072517
0.217,0.223759741,0.252315581,0.264057457,0.239200935,0.251815736,0.394370526
0.01,0.139365941,0.091917127,0.13371399,0.113588467,0.129314512,0.11648456
0.11,0.225396633,0.171050772,0.150509998,0.15277335,0.160053164,0.22130461
0.095,0.154163644,0.150821358,0.180947185,0.156160876,0.161737651,0.143945426
0.731,0.557270825,0.660613358,0.682695568,0.654721618,0.668018818,0.650819242
0.322,0.377491087,0.367245972,0.436659425,0.429475546,0.438896596,0.499407053
0.498,0.466705918,0.471526444,0.449617922,0.464758933,0.465044379,0.377965391
0.872,0.779135406,0.818520367,0.79464978,0.808704019,0.78623414,0.806106269
0.508,0.521063387,0.501811504,0.506437659,0.48124665,0.506874144,0.49887234
0.942,0.687162101,0.786898673,0.797335207,0.801087022,0.76829803,0.651440501
0.05,0.175469905,0.132567376,0.092770845,0.087864377,0.088278309,0.177113801
0.079,0.139445618,0.110938445,0.129297897,0.135810018,0.130034059,0.14515321
0.243,0.237442985,0.230157837,0.233624667,0.254109859,0.239753425,0.247876018
0.712,0.658745825,0.669106364,0.636806786,0.626153111,0.654879868,0.675126016
0.013,0.114274435,0.085227646,0.065119714,0.07283701,0.074732423,0.129107893
0.46,0.483842164,0.460133791,0.443094075,0.474286854,0.470432162,0.490803808
0.507,0.409230977,0.456666142,0.419955432,0.427488714,0.441139996,0.362885982
0.28,0.301594973,0.270481229,0.305716813,0.287070781,0.295136124,0.294408739
0.388,0.399141639,0.386658043,0.394847989,0.401726365,0.400959969,0.407858193
0.533,0.527057409,0.51440984,0.539642692,0.5426718,0.541236222,0.539092302
0.605,0.549492061,0.593537331,0.581717014,0.566588163,0.583494663,0.593730688
0.107,0.200894833,0.195520565,0.235852122,0.241090521,0.259336233,0.270848244
0.234,0.201687858,0.24515377,0.202941343,0.205687195,0.199459136,0.177190065
0.69,0.628022671,0.584870219,0.609588027,0.644724131,0.629155636,0.647241473
0.568,0.58846736,0.53471154,0.529188335,0.541343391,0.535161197,0.605524957
0.24,0.291596234,0.284386396,0.310526788,0.302188009,0.312539607,0.301737905
0.211,0.243570611,0.242849886,0.316337198,0.265316546,0.277949274,0.301869184
0.451,0.476828605,0.448954672,0.471556008,0.45497185,0.46475026,0.553316891
0.323,0.297950536,0.335668713,0.322089195,0.324606359,0.323016971,0.36712864
0.465,0.508292675,0.479923725,0.470290989,0.445033967,0.443711221,0.479061604
0.128,0.155257836,0.166102648,0.139911935,0.152724385,0.136666298,0.162363634
0.113,0.21151036,0.155125901,0.177595735,0.186779901,0.186246693,0.274184227
0.084,0.171041906,0.123877548,0.158088654,0.181925833,0.164387479,0.148357287
0.862,0.632123351,0.719193161,0.709048688,0.708893299,0.68438834,0.589324117
0.128,0.162702233,0.155694902,0.190222412,0.211690277,0.202852383,0.182243317
0.629,0.559037805,0.546648502,0.561217785,0.549266756,0.562800407,0.454917878
0.514,0.597821772,0.53721261,0.518814981,0.528885603,0.543266535,0.525112927
0.088,0.175023958,0.142507598,0.134643897,0.148932844,0.170461819,0.159612089
0.228,0.381385893,0.261136144,0.294836164,0.286174417,0.273602039,0.372751057
0.004,0.181349933,0.094478264,0.076354578,0.092687964,0.078019507,0.132354051
0.218,0.261614233,0.234350473,0.28306675,0.283121586,0.276142806,0.272160172
0.111,0.153790876,0.180755273,0.171150267,0.185842499,0.1653703,0.195103735
0.645,0.614802539,0.592581809,0.600822628,0.583356142,0.594730616,0.66124016
0.618,0.546735048,0.600237727,0.587556124,0.576380134,0.571659327,0.577034652
0.382,0.355528295,0.359475791,0.352875024,0.332416236,0.345003486,0.358309239
0.543,0.548849404,0.489697963,0.49647966,0.518713117,0.524873972,0.52481252
0.506,0.508657277,0.497245789,0.506346107,0.503359675,0.512462497,0.488052368
0.369,0.349959791,0.398311973,0.370338202,0.384352386,0.375042737,0.435848564
0.208,0.227636576,0.230895296,0.218570203,0.215586051,0.22466144,0.254132003
0.151,0.177920803,0.194878533,0.198862493,0.181265756,0.183647946,0.219974056
0.619,0.601851642,0.588419378,0.571906924,0.585987926,0.57389003,0.5024001
0.119,0.164929375,0.159851924,0.182375327,0.147857055,0.155496955,0.156359762
0.74,0.709489167,0.688237309,0.780997813,0.784395576,0.759999573,0.701588988
0.386,0.392550975,0.379937768,0.370631158,0.366150856,0.389476746,0.36436677
0.724,0.676034689,0.648488522,0.62527442,0.643475175,0.614835382,0.670768261
0.287,0.285060138,0.287997544,0.293661565,0.298778057,0.287101477,0.263437182
0.302,0.317594588,0.346839845,0.35930717,0.342751652,0.356259137,0.384026438
0.163,0.303576261,0.216684103,0.242994159,0.249984205,0.267625928,0.373188555
0.313,0.314666063,0.303529799,0.305793792,0.28932023,0.302241206,0.300833255
0.283,0.313947082,0.303096056,0.32674554,0.327932507,0.321695328,0.335876584
0.519,0.549323142,0.503393233,0.505078912,0.473635733,0.495618552,0.454618335
0.298,0.280165374,0.302002996,0.266788393,0.278136611,0.276464015,0.309640676
0.573,0.639973342,0.549014091,0.637778819,0.672241807,0.639420986,0.661059201
0.065,0.144601107,0.151144832,0.175635517,0.132275566,0.149078608,0.232690543
0.618,0.554646432,0.587534368,0.531691134,0.532818437,0.498063356,0.563934207
0.489,0.487707317,0.472584248,0.510420322,0.508943319,0.521516025,0.433983147
0.862,0.692037821,0.759768128,0.765377879,0.766176403,0.753537416,0.675527155
0.257,0.28391996,0.289264351,0.292262822,0.279655159,0.282166451,0.236094981
0.665,0.67716682,0.635175467,0.699841201,0.713404596,0.708515286,0.636749923
0.141,0.192231938,0.214770421,0.254445791,0.227769181,0.23760584,0.379913807
0.03,0.120680854,0.096625209,0.111648917,0.106591359,0.097957551,0.141951784
0.244,0.26940009,0.257382214,0.319897532,0.31266582,0.322708577,0.234668061
0.642,0.542798519,0.578201294,0.57143873,0.549474239,0.540101528,0.426936954
0.241,0.226045325,0.244112104,0.206741631,0.207042396,0.200557455,0.235484526
0.085,0.146401778,0.138407901,0.159584582,0.150666028,0.152718008,0.205933407
0.149,0.206106722,0.209660947,0.153564006,0.161998004,0.142267525,0.246225491
0.408,0.38208884,0.404363275,0.364730299,0.359823793,0.358198851,0.377811939
0.582,0.539469302,0.556161165,0.555806458,0.557207108,0.552039146,0.520801246
0.643,0.639129698,0.637107491,0.612348497,0.610328019,0.624732971,0.642357588
0.336,0.335321099,0.335980296,0.354232609,0.35211134,0.344982505,0.31323266
0.846,0.771242797,0.765201449,0.771253705,0.793140173,0.776292503,0.77173692
0.003,0.138488337,0.079473272,0.09003105,0.105537184,0.090436488,0.178274527
0.262,0.342805535,0.278499067,0.323040903,0.3129417,0.323445797,0.41081515
0.297,0.299279064,0.316968143,0.314370275,0.306010604,0.301042378,0.310923249
0.541,0.515791059,0.535338163,0.483540356,0.477982461,0.500934243,0.52758497
0.555,0.515603006,0.530730605,0.469937921,0.492573738,0.48661682,0.336371422
0.002,0.116139479,0.068686843,0.093028635,0.092172161,0.081991598,0.119351514
0.018,0.153107107,0.103817038,0.085072376,0.085138738,0.08290533,0.14670521
0.428,0.347197831,0.413892806,0.336695433,0.319678754,0.330745935,0.322643399
0.427,0.359976977,0.382378727,0.37653473,0.380828679,0.368927866,0.335716277
0.498,0.5020473,0.48897934,0.474767983,0.48763442,0.498266578,0.492587924
0.049,0.136649475,0.106177457,0.150503501,0.148784637,0.142094105,0.15230079
0.091,0.205053777,0.155050099,0.153593585,0.146231294,0.15199469,0.256463081
0.484,0.471055359,0.454034239,0.365435928,0.401092649,0.396663785,0.460149467
0.217,0.238489941,0.242715806,0.238916814,0.218040675,0.221676826,0.269828111
0.232,0.256283194,0.245915592,0.256845355,0.253630847,0.247664556,0.296022326
0.327,0.318854392,0.332126945,0.317956865,0.328544617,0.325455308,0.284820318
0.087,0.191811413,0.132716164,0.157522678,0.131274194,0.156564027,0.244319782
0.058,0.14227964,0.120191187,0.122502655,0.117432505,0.121057749,0.137291044
0.53,0.591113687,0.480817795,0.53851676,0.54991734,0.539183199,0.391877651
0.334,0.334615469,0.338777632,0.349397838,0.367023408,0.357196927,0.307327509
0.806,0.602248192,0.678376496,0.700913906,0.692241669,0.689981401,0.555425227
0.143,0.164820746,0.181325331,0.160684898,0.174252063,0.170823082,0.201653257
0.072,0.161450386,0.125662014,0.126508296,0.124674812,0.131790906,0.17027314
0.153,0.180947602,0.212757468,0.162995353,0.142521381,0.141999334,0.168486699
0.047,0.171999663,0.097457424,0.106068984,0.116655529,0.108272403,0.162295461
0.366,0.359933287,0.373320401,0.385916114,0.401667118,0.401770055,0.409012288
0.844,0.705961227,0.745119452,0.688901484,0.712914705,0.691377282,0.634009421
0.487,0.481971473,0.465726972,0.466116428,0.469119072,0.47699219,0.44603774
0.665,0.684446692,0.613173008,0.663957357,0.690148413,0.682874322,0.711301625
0.802,0.684933186,0.698777914,0.589474738,0.659832478,0.629559517,0.524974525
0.191,0.191145629,0.211272106,0.230395213,0.235502094,0.228264928,0.308261901
0.345,0.347709209,0.335473567,0.337161958,0.340752751,0.334236443,0.343845099
0.059,0.16259031,0.113042936,0.20547393,0.216108024,0.214949131,0.140157357
0.357,0.342664272,0.357752532,0.328067541,0.324785352,0.34703517,0.39463827
0.548,0.571441591,0.539345205,0.54991585,0.521974206,0.537448287,0.565269887
0.133,0.227777377,0.178779125,0.199311197,0.177059084,0.209227964,0.290275514
0.027,0.1815193,0.123081207,0.145611793,0.144976169,0.161987573,0.21640569
0.166,0.261744797,0.239394933,0.266333818,0.248618066,0.261712939,0.278708488
0.855,0.803032815,0.810762405,0.842501283,0.85900712,0.834572136,0.843592048
0.335,0.343163937,0.33133924,0.304855645,0.290932059,0.278396666,0.338936299
0.45,0.480498195,0.448882461,0.429322332,0.427166343,0.436394453,0.459820569
